Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_1_Severity,Symptom_2_Severity,Symptom_3_Severity,Symptom_4_Severity,Symptom_5_Severity,Symptom_6_Severity,Symptom_7_Severity,Symptom_8_Severity,Symptom_9_Severity,Symptom_10_Severity,Symptom_11_Severity,Symptom_12_Severity,Symptom_13_Severity,Symptom_14_Severity,Symptom_15_Severity,Symptom_16_Severity,Symptom_17_Severity,Total Severity
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,15
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,28
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,26
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,27
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,41
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,28
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,21
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,32
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,23
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,31
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,34
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,44
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,55
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,50
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,45
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,43
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,25
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,36
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,62
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,5,3,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,32
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,75
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,77
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,52
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,32
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,53
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,43
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,47
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,20
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,18
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,27
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,15
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,28
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,26
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,27
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,41
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,28
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,21
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,32
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,23
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,31
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,34
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,44
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,55
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,50
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,45
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,43
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,25
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,36
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,62
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,5,3,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,32
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,75
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,77
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,52
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,32
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,53
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,43
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,47
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,20
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,18
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,27
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,15
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,28
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,26
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,27
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,41
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,28
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,21
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,32
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,23
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,31
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,34
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,44
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,55
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,50
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,45
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,43
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,25
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,36
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,62
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,5,3,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,32
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,75
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,77
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,52
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,26
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,32
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,53
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,43
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,47
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,20
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,18
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,27
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,15
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,28
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,26
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15
